Geo_id,City,State,Region,Country,Lat,Lon
166,Kozhikode,Kerala,Central Asia,India,11.2450558,75.7754716
167,Kuala Lumpur,Kuala Lumpur,Southeast Asia,Malaysia,3.1526589,101.7022205
168,Astrakhan',Astrakhan',EMEA,Russia,46.3498308,48.0326203
169,Columbus,Ohio,East,United States,39.9622601,-83.0007065
170,Xiangtan,Hunan,North Asia,China,27.681864,112.626292
171,Shaoxing,Zhejiang,North Asia,China,29.9992425,120.576854
172,Jabalpur,Madhya Pradesh,Central Asia,India,23.1701522,79.9324505
173,Patna,Bihar,Central Asia,India,25.6093239,85.1235252
174,La Baule-Escoublac,Pays de la Loire,Central,France,47.2843726,-2.3951595
175,Cape Town,Western Cape,Africa,South Africa,-33.9288301,18.4172197
176,Cairo,Al Qahirah,Africa,Egypt,30.0443879,31.2357257
177,West Bromwich,England,North,United Kingdom,52.5186579,-1.9923114
178,Baku,Baki,EMEA,Azerbaijan,40.3755885,49.8328009
179,Burnley,England,North,United Kingdom,53.7907262,-2.2439196
180,Laval,Pays de la Loire,Central,France,48.0706687,-0.7734022
181,Vilnius,Vilnius,EMEA,Lithuania,54.6870458,25.2829111
182,Buenos Aires,Buenos Aires,South,Argentina,-34.6095579,-58.3887904
183,Girga,Suhaj,Africa,Egypt,26.337437,31.8911758
184,Kochi,Kerala,Central Asia,India,9.9679032,76.2444378
185,Maseru,Maseru,Africa,Lesotho,-29.310054,27.478222
186,Wellington,Wellington,Oceania,New Zealand,-41.2887953,174.7772114
187,Luoyang,Henan,North Asia,China,34.6196539,112.4477046
188,Feira de Santana,Bahia,South,Brazil,-12.2578934,-38.9598047
189,Matagalpa,Matagalpa,Central,Nicaragua,12.940323,-85.6960942
190,Virginia Beach,Virginia,South,United States,36.8496579,-75.9760751
191,Managua,Managua,Central,Nicaragua,12.1564146,-86.2729881
192,Wuhai,Inner Mongolia,North Asia,China,39.4857837,106.900469
193,Nantes,Pays de la Loire,Central,France,47.2186371,-1.5541362
194,Surabaya,Jawa Timur,Southeast Asia,Indonesia,-7.2462836,112.7377674
195,Tupã,São Paulo,South,Brazil,-21.9349129,-50.5141255
196,Vienna,Vienna,Central,Austria,48.2083537,16.3725042
197,Mexico City,Distrito Federal,North,Mexico,19.3207722,-99.1514678
198,Hobart,Tasmania,Oceania,Australia,-42.8825088,147.3281233
199,Hirakata,Osaka,North Asia,Japan,34.818215,135.659225
200,Preston,England,North,United Kingdom,53.7593363,-2.6992717
201,Agra,Uttar Pradesh,Central Asia,India,27.1752554,78.0098161
202,Granollers,Catalonia,South,Spain,41.6079555,2.2876008
203,Ho Chi Minh City,Ho Chí Minh City,Southeast Asia,Vietnam,10.7755254,106.7021047
204,Camagüey,Camagüey,Caribbean,Cuba,21.3791765,-77.9183681
205,Amsterdam,North Holland,Central,Netherlands,52.3730796,4.8924534
206,Morristown,New Jersey,East,United States,40.7970382,-74.4809868
207,Piatra-Neamt,Neamt,EMEA,Romania,46.9319894,26.3695046
208,Milpa Alta,Distrito Federal,North,Mexico,19.1916095,-99.0233759
209,León,Guanajuato,North,Mexico,21.121965,-101.6829766
210,Izmir,Izmir,EMEA,Turkey,38.23166,27.02997
211,Coyoacán,Distrito Federal,North,Mexico,19.3498606,-99.1619751
212,Manukau City,Auckland,Oceania,New Zealand,-36.9912848,174.8810127
213,Yaounde,Centre,Africa,Cameroon,3.8689867,11.5213344
214,Newcastle upon Tyne,England,North,United Kingdom,54.9738474,-1.6131572
215,Dehra Dun,Uttarakhand,Central Asia,India,30.3255646,78.0436813
216,Santander,Cantabria,South,Spain,43.4618932,-3.8100255
217,Cangzhou,Hebei,North Asia,China,38.3042796,116.8511597
218,Shanghai,Shanghai,North Asia,China,31.2312707,121.4700152
219,León,León,Central,Nicaragua,12.3021275,-86.9679698
220,Rybinsk,Yaroslavl',EMEA,Russia,58.0489536,38.8558908
221,Ibiúna,São Paulo,South,Brazil,-23.6544825,-47.220856
222,Canberra,Australian Capital Territory,Oceania,Australia,-35.2975906,149.1012676
223,Port Elizabeth,Eastern Cape,Africa,South Africa,-33.9618359,25.6186512
224,Newark,Ohio,East,United States,40.735657,-74.1723667
225,Cambridge,England,North,United Kingdom,52.2055314,0.1186637
226,Kota,Chhattisgarh,Central Asia,India,25.1737019,75.8574194
227,Munster,Lower Saxony,Central,Germany,51.9625101,7.6251879
228,Christchurch,Canterbury,Oceania,New Zealand,-43.530955,172.6364343
229,Vincennes,Ile-de-France,Central,France,48.8474508,2.4396714
230,Chongqing,Chongqing,North Asia,China,30.05518,107.8748712
231,Gyula,Bekes,EMEA,Hungary,46.6438656,21.2747575
232,Lucknow,Uttar Pradesh,Central Asia,India,26.8381,80.9346001
233,Florence,Kentucky,South,United States,34.79981,-87.677251
234,Turin,Piedmont,South,Italy,45.0677551,7.6824892
235,Springfield,Missouri,Central,United States,39.7990175,-89.6439575
236,Singapore,Singapore,Southeast Asia,Singapore,1.2899175,103.8519072
237,Benguela,Benguela,Africa,Angola,-12.5790048,13.4037117
238,Lafayette,Indiana,Central,United States,30.2262187,-92.0178202
239,Himeji,Hyogo,North Asia,Japan,34.8153529,134.6854793
240,Kendari,Sulawesi Tenggara,Southeast Asia,Indonesia,-3.9918068,122.5180066
241,Mejicanos,San Salvador,Central,El Salvador,13.7373603,-89.2316573
242,Menton,Provence-Alpes-Côte d'Azur,Central,France,43.7753495,7.5029213
243,Huntsville,Alabama,South,United States,34.729847,-86.5859011
244,Buzau,Buzau,EMEA,Romania,45.2692582,26.7748173
245,Bayeux,Paraíba,South,Brazil,-7.1301631,-34.936532
246,Columbus,Georgia,South,United States,39.9622601,-83.0007065
247,San Antonio,Texas,Central,United States,29.4246002,-98.4951405
248,Darwin,Northern Territory,Oceania,Australia,-12.46044,130.8410469
249,Jamestown,New York,East,United States,37.2089184,-76.7783003
250,Bayeux,Lower Normandy,Central,France,49.2764624,-0.7024738
251,Lens,Nord-Pas-de-Calais,Central,France,50.4291723,2.8319805
252,Iserlohn,North Rhine-Westphalia,Central,Germany,51.3746778,7.6999713
253,Kalemie,Katanga,Africa,Democratic Republic of the Congo,-5.9460209,29.1967172
254,Ghent,East Flanders,Central,Belgium,51.0538286,3.7250121
255,Indianapolis,Indiana,Central,United States,39.7683331,-86.1583502
256,Lahore,Punjab,Central Asia,Pakistan,31.5656822,74.3141829
257,Espoo,Uusimaa,North,Finland,60.2049651,24.6559808
258,Whyalla,South Australia,Oceania,Australia,-33.0382085,137.5843572
259,Ivry-sur-Seine,Ile-de-France,Central,France,48.8122302,2.3872525
260,Kanpur,Uttar Pradesh,Central Asia,India,26.4609135,80.3217588
261,Saint-Laurent-du-Var,Provence-Alpes-Côte d'Azur,Central,France,43.6690101,7.1906969
262,Cartagena,Bolívar,South,Colombia,10.4265566,-75.5441671
263,Cancún,Quintana Roo,North,Mexico,21.1527467,-86.8425761
264,Harbin,Heilongjiang,North Asia,China,45.7593633,126.6276177
265,Kumasi,Ashanti,Africa,Ghana,6.6985605,-1.6233086
266,Salem,Tamil Nadu,Central Asia,India,11.6469616,78.2106958
267,Angers,Pays de la Loire,Central,France,47.4739884,-0.5515588
268,Khorramabad,Lorestan,EMEA,Iran,33.4842109,48.3538276
269,Chennai,Tamil Nadu,Central Asia,India,13.0836939,80.270186
270,Barletta,Apulia,South,Italy,41.3214976,16.2868696
271,Tamworth,England,North,United Kingdom,52.6345819,-1.6948438
272,Kulti,West Bengal,Central Asia,India,23.7302149,86.8396711
273,Le Mans,Pays de la Loire,Central,France,48.0073849,0.1967849
274,Mianyang,Sichuan,North Asia,China,31.4602714,104.7160723
275,Cadereyta,Nuevo León,North,Mexico,25.4870614,-103.1644436
276,Bundaberg,Queensland,Oceania,Australia,-24.8653253,152.3516785
277,Valparaíso de Goiás,Goiás,South,Brazil,-16.0929051,-47.9959572
278,Manado,Sulawesi Utara,Southeast Asia,Indonesia,1.4900578,124.8408708
279,Muzaffarpur,Bihar,Central Asia,India,26.1482548,85.3316097
280,Kermanshah,Kermanshah,EMEA,Iran,34.486732,46.808727
281,Thane,Maharashtra,Central Asia,India,19.1943294,72.9701779
282,Piedecuesta,Santander,South,Colombia,6.9874808,-73.0504129
283,Bangalore,Karnataka,Central Asia,India,12.9767936,77.590082
284,Xiamen,Fujian,North Asia,China,24.5438732,118.0768065
285,Kitwe,Copperbelt,Africa,Zambia,-12.8203689,28.2155973
286,Jieyang,Guangdong,North Asia,China,23.553156,116.3680354
287,Hamamatsu,Shizuoka,North Asia,Japan,34.7109786,137.7259431
288,Ningbo,Zhejiang,North Asia,China,29.8622194,121.6203873
289,Jodhpur,Rajasthan,Central Asia,India,26.2967719,73.0351433
290,Weimar,Thuringia,Central,Germany,50.9793301,11.3297921
291,Auckland,Auckland,Oceania,New Zealand,-36.852095,174.7631803
292,Lubumbashi,Katanga,Africa,Democratic Republic of the Congo,-11.6642316,27.4826264
293,Franklin,Wisconsin,Central,United States,33.2002659,-95.2231752
294,Omaha,Nebraska,Central,United States,41.2587459,-95.9383758
295,Nagpur,Maharashtra,Central Asia,India,21.1498134,79.0820556
296,Villahermosa,Tabasco,North,Mexico,17.9884657,-92.9366326
297,Oyonnax,Rhône-Alpes,Central,France,46.2575174,5.6556181
298,Metepec,México,North,Mexico,19.2511338,-99.5937281
299,Santa Ana,California,West,United States,33.7494951,-117.873221
300,Antony,Ile-de-France,Central,France,48.753613,2.2958034
301,Culiacán,Sinaloa,North,Mexico,24.7978965,-107.393395
302,Mobile,Alabama,South,United States,30.6913462,-88.0437509
303,Al Amarah,Maysan,EMEA,Iraq,31.8497708,47.1496466
304,Barcelona,Catalonia,South,Spain,41.3825802,2.177073
305,Mashhad,Razavi Khorasan,EMEA,Iran,36.2974945,59.6059232
306,Springfield,Virginia,South,United States,39.7990175,-89.6439575
307,Bhavnagar,Gujarat,Central Asia,India,21.7718836,72.1416449
308,Rome,Lazio,South,Italy,41.8933203,12.4829321
309,Saint-Priest,Rhône-Alpes,Central,France,44.7177,4.54685
310,Gyor,Gyor,EMEA,Hungary,47.687609,17.6346815
311,Monrovia,Montserrado,Africa,Liberia,6.328034,-10.797788
312,Santiago de Cuba,Santiago de Cuba,Caribbean,Cuba,20.0214263,-75.8294928
313,Bogotá,Bogota,South,Colombia,4.6533815,-74.0836331
314,Erlangen,Bavaria,Central,Germany,49.5891571,10.9812072
315,Tbilisi,Tbilisi,EMEA,Georgia,41.6934591,44.8014495
316,Jaipur,Rajasthan,Central Asia,India,26.9154576,75.8189817
317,Suzhou,Gansu,North Asia,China,31.311123,120.6212881
318,Reggio nell'Emilia,Emilia-Romagna,South,Italy,44.6086674,10.5940667
319,Azcapotzalco,Distrito Federal,North,Mexico,19.4838908,-99.1843937
320,Lublin,Lublin,EMEA,Poland,51.250559,22.5701022
321,Zurich,Zürich,Central,Switzerland,47.3744489,8.5410422
322,Elbasan,Elbasan,EMEA,Albania,41.1126792,20.0820858
323,Voronezh,Voronezh,EMEA,Russia,51.6605982,39.2005858
324,Shimonoseki,Yamaguchi,North Asia,Japan,33.9577116,130.9415455
325,Palu,Sulawesi Tengah,Southeast Asia,Indonesia,-0.9051548,119.8722373
326,Imphal,Manipur,Central Asia,India,24.7991162,93.9364419
327,Shenyang,Liaoning,North Asia,China,41.8026095,123.4279105
328,Bethlehem,Pennsylvania,East,United States,40.6178915,-75.3786521
329,Koumra,Mandoul,Africa,Chad,8.9189081,17.5478111
330,Ballarat,Victoria,Oceania,Australia,-37.5623013,143.8605645
331,Podgorica,Podgorica,EMEA,Montenegro,42.4415238,19.2621081
332,Ribeirão Preto,São Paulo,South,Brazil,-21.1776315,-47.8100983
333,Zapopan,Jalisco,North,Mexico,20.7211203,-103.3913671
334,Guelph,Ontario,Canada,Canada,43.5460516,-80.2493276
335,Bellingham,Washington,West,United States,48.7544012,-122.478836
336,Hamadan,Hamadan,EMEA,Iran,34.9726302,48.6563818
337,Windhoek,Khomas,Africa,Namibia,-22.5335601,17.0454775
338,Eindhoven,North Brabant,Central,Netherlands,51.4485569,5.4501225
339,Quetzaltenango,Quezaltenango,Central,Guatemala,14.8464612,-91.5194208
340,Antiguo Cuscatlán,La Libertad,Central,El Salvador,13.6728051,-89.2466483
341,Cranston,Rhode Island,East,United States,41.779588,-71.4366813
342,Guantánamo,Guantánamo,Caribbean,Cuba,19.9709396,-75.1434583
343,Bacolod City,Western Visayas,Southeast Asia,Philippines,10.6428793,122.9302116
344,Kwinana,Western Australia,Oceania,Australia,-32.233854,115.8211484
345,Deuil-la-Barre,Ile-de-France,Central,France,48.9756423,2.3275141
346,Lafayette,Louisiana,South,United States,30.2262187,-92.0178202
347,Lisbon,Lisboa,South,Portugal,38.7077507,-9.1365919
348,Jhansi,Uttar Pradesh,Central Asia,India,25.529855,78.6527802
349,Amravati,Maharashtra,Central Asia,India,21.1545412,77.6442962
350,Wafangdian,Liaoning,North Asia,China,39.6236752,122.005039
351,San Juan de la Maguana,San Juan,Caribbean,Dominican Republic,18.8973876,-71.2411711
352,Antananarivo,Analamanga,Africa,Madagascar,-18.9100122,47.5255809
353,Ufa,Bashkortostan,EMEA,Russia,54.7261409,55.947499
354,Tehran,Tehran,EMEA,Iran,35.6892523,51.3896004
355,Bendigo,Victoria,Oceania,Australia,-36.7590183,144.2826718
356,Quetta,Baluchistan,Central Asia,Pakistan,30.1916569,67.0006542
357,Rovigo,Veneto,South,Italy,44.9777098,12.2726835
358,Soacha,Cundinamarca,South,Colombia,4.5827314,-74.211754
359,Dudley,England,North,United Kingdom,52.5110832,-2.0816813
360,Vienna,Vienna,EMEA,Austria,48.2083537,16.3725042
361,Levallois-Perret,Ile-de-France,Central,France,48.892956,2.2881683
362,Luts'k,Volyn,EMEA,Ukraine,48.5345222,37.6985827
363,San Salvador,San Salvador,Central,El Salvador,13.697629,-89.191156
364,Lorain,Ohio,East,United States,41.2633554,-82.1734746
365,Stoke-on-Trent,England,North,United Kingdom,53.0162014,-2.1812607
366,São Paulo,São Paulo,South,Brazil,-23.5506507,-46.6333824
367,Huaibei,Anhui,North Asia,China,33.9566098,116.7928916
368,Lehi,Utah,West,United States,40.3881114,-111.8486019
369,Masterton,Wellington,Oceania,New Zealand,-40.9495524,175.6594413
370,Whangarei,Northland,Oceania,New Zealand,-35.7275268,174.3194202
371,Kunming,Yunnan,North Asia,China,25.0363006,102.7086139
372,Columbia,Missouri,Central,United States,34.000754,-81.0352313
373,Vancouver,British Columbia,Canada,Canada,49.2608724,-123.113952
374,Pamplona,Navarra,South,Spain,42.815686,-1.6522353
375,Haninge,Stockholm,North,Sweden,59.049722,18.266667
376,Oviedo,Asturias,South,Spain,43.3618625,-5.8483581
377,Carrollton,Texas,Central,United States,32.9515472,-96.9034244
378,Nasik,Maharashtra,Central Asia,India,19.9834939,73.8926931
379,Torrevieja,Valenciana,South,Spain,37.9775416,-0.6828446
380,Ube,Yamaguchi,North Asia,Japan,33.9518498,131.2472243
381,Poltava,Poltava,EMEA,Ukraine,49.8607809,33.7498787
382,Depok,Yogyakarta,Southeast Asia,Indonesia,-6.40719,106.8158371
383,Regensburg,Bavaria,Central,Germany,49.0195333,12.0974869
384,Visakhapatnam,Andhra Pradesh,Central Asia,India,17.6935526,83.2921297
385,Clamart,Ile-de-France,Central,France,48.8003835,2.2630238
386,Garbsen,Lower Saxony,Central,Germany,52.4276606,9.6005102
387,Jixi,Heilongjiang,North Asia,China,45.65802,132.461493
388,Potchefstroom,North-West,Africa,South Africa,-26.707778,27.095833
389,Vladimir,Vladimir,EMEA,Russia,56.1288899,40.4075203
390,Burgos,Castile and León,South,Spain,42.343926,-3.696977
391,Kollam,Kerala,Central Asia,India,8.8870815,76.5907017
392,Yangon,Yangon,Southeast Asia,Myanmar (Burma),16.7967129,96.1609916
393,Bondy,Ile-de-France,Central,France,48.9031,2.48291
394,Mont-de-Marsan,Aquitaine,Central,France,43.8911318,-0.500972
395,Depok,Jawa Barat,Southeast Asia,Indonesia,-6.40719,106.8158371
396,Santo André,São Paulo,South,Brazil,-23.6533509,-46.5279039
397,Menden,North Rhine-Westphalia,Central,Germany,51.43779,7.7953822
398,Spanish Town,Saint Catherine,Caribbean,Jamaica,17.9956926,-76.9540831
399,Taupo,Waikato,Oceania,New Zealand,-38.6866197,176.0694773
400,Fengcheng,Liaoning,North Asia,China,28.1407202,115.8470525
401,Vernon,Upper Normandy,Central,France,49.0932008,1.4857205
402,Tianjin,Tianjin,North Asia,China,39.3032619,117.4163641
403,Chihuahua,Chihuahua,North,Mexico,28.5000001,-106.0000001
