Order ID,Product ID,Discount,Quantity,Sales,Sub-Category,Category,Shipping Cost,Markets,Segment,Profit
AG-2014-2760,OFF-KIT-10001791,0,2,1052.1600341796875,Appliances,Office Supplies,147.7899932861328,Africa,Consumer,526.0800170898438
AG-2014-2760,OFF-SME-10000880,0,1,10.770000457763672,Storage,Office Supplies,1.2300000190734863,Africa,Consumer,0
AG-2014-2760,OFF-WIL-10001979,0,2,21.299999237060547,Binders,Office Supplies,2.4000000953674316,Africa,Consumer,5.28000020980835
AG-2014-3710,FUR-HON-10001776,0,2,90.30000305175781,Chairs,Furniture,9.630000114440918,Africa,Consumer,29.760000228881836
AG-2014-3710,OFF-CAM-10001249,0,2,83.4000015258789,Envelopes,Office Supplies,9.279999732971191,Africa,Consumer,3.299999952316284
AG-2014-3710,OFF-STI-10000305,0,1,48.09000015258789,Supplies,Office Supplies,2.5799999237060547,Africa,Consumer,4.320000171661377
AG-2014-4290,TEC-NOK-10000784,0,8,1008,Phones,Technology,122.38999938964844,Africa,Consumer,433.44000244140625
AG-2014-4720,OFF-STA-10003027,0,1,14.970000267028809,Art,Office Supplies,0.5199999809265137,Africa,Consumer,5.369999885559082
AG-2014-6310,FUR-RUB-10002817,0,1,40.83000183105469,Furnishings,Furniture,5.010000228881836,Africa,Consumer,5.28000020980835
AG-2014-6310,OFF-HAR-10002479,0,1,13.289999961853027,Labels,Office Supplies,1.9299999475479126,Africa,Consumer,6.360000133514404
AG-2014-6470,OFF-ACC-10003636,0,2,105.18000030517578,Binders,Office Supplies,3.6600000858306885,Africa,Consumer,25.200000762939453
AG-2014-6470,OFF-AME-10000870,0,1,17.489999771118164,Envelopes,Office Supplies,4.230000019073486,Africa,Consumer,6.119999885559082
AG-2014-6470,OFF-FIS-10000063,0,1,47.63999938964844,Supplies,Office Supplies,13.850000381469727,Africa,Consumer,23.34000015258789
AG-2014-6470,OFF-KLE-10004543,0,2,27.1200008392334,Supplies,Office Supplies,6.800000190734863,Africa,Consumer,5.940000057220459
AG-2014-6470,TEC-SHA-10004874,0,1,293.8500061035156,Copiers,Technology,70.93000030517578,Africa,Consumer,61.68000030517578
AG-2014-7490,OFF-BOS-10002340,0,1,26.3700008392334,Art,Office Supplies,1.190000057220459,Africa,Consumer,10.800000190734863
AG-2014-8040,OFF-ROG-10001818,0,4,122.87999725341797,Storage,Office Supplies,19.739999771118164,Africa,Consumer,9.720000267028809
AG-2014-8240,OFF-ADV-10004875,0,12,130.32000732421875,Fasteners,Office Supplies,9.149999618530273,Africa,Consumer,51.84000015258789
AG-2014-8240,OFF-ROG-10000566,0,2,123.41999816894531,Storage,Office Supplies,20.270000457763672,Africa,Consumer,8.579999923706055
AG-2014-8600,FUR-SAU-10002255,0,2,874.6799926757812,Bookcases,Furniture,54.119998931884766,Africa,Consumer,148.67999267578125
AG-2014-8600,OFF-BIN-10000170,0,1,26.670000076293945,Art,Office Supplies,3.619999885559082,Africa,Consumer,1.0499999523162842
AG-2014-8930,OFF-IBI-10000080,0,1,15.84000015258789,Binders,Office Supplies,2.4100000858306885,Africa,Consumer,1.2599999904632568
AG-2014-9240,OFF-WIL-10000604,0,2,24.959999084472656,Binders,Office Supplies,1.8700000047683716,Africa,Consumer,1.9800000190734863
AG-2014-9430,OFF-FEL-10004117,0,4,229.55999755859375,Storage,Office Supplies,8.8100004196167,Africa,Consumer,15.960000038146973
AG-2014-9430,OFF-STA-10001895,0,1,10.319999694824219,Art,Office Supplies,0.5400000214576721,Africa,Consumer,4.53000020980835
AG-2014-9430,TEC-PAN-10000979,0,2,241.8000030517578,Machines,Technology,18.149999618530273,Africa,Consumer,62.81999969482422
AJ-2011-4230,OFF-ROG-10002682,0,1,24.450000762939453,Storage,Office Supplies,2.549999952316284,EMEA,Consumer,0
AJ-2011-4460,OFF-WIL-10003299,0,1,49.31999969482422,Binders,Office Supplies,9.760000228881836,EMEA,Consumer,5.400000095367432
AJ-2012-7450,OFF-BIN-10001385,0,2,26.399999618530273,Art,Office Supplies,2.6600000858306885,EMEA,Consumer,0.47999998927116394
AJ-2013-1340,TEC-KON-10003077,0,1,51.630001068115234,Machines,Technology,5.360000133514404,EMEA,Consumer,24.239999771118164
AJ-2013-180,OFF-EAT-10003405,0,2,29.760000228881836,Paper,Office Supplies,4.070000171661377,EMEA,Consumer,6.539999961853027
AJ-2013-2640,FUR-BAR-10004434,0,4,2058,Tables,Furniture,393.6199951171875,EMEA,Consumer,946.6799926757812
AJ-2013-2640,OFF-WIL-10003299,0,8,394.55999755859375,Binders,Office Supplies,44.63999938964844,EMEA,Consumer,43.20000076293945
AJ-2013-8630,OFF-CAR-10001428,0,1,7.619999885559082,Binders,Office Supplies,0.41999998688697815,EMEA,Consumer,3.4200000762939453
AJ-2014-1760,OFF-TEN-10003089,0,1,133.1999969482422,Storage,Office Supplies,5.75,EMEA,Consumer,23.969999313354492
AJ-2014-8550,OFF-STO-10003878,0,2,33.36000061035156,Fasteners,Office Supplies,2.25,EMEA,Consumer,12.65999984741211
AJ-2014-9020,OFF-BOS-10001375,0,1,53.90999984741211,Art,Office Supplies,2.9800000190734863,EMEA,Consumer,12.390000343322754
AL-2012-9980,FUR-BUS-10001243,0,1,414.0299987792969,Bookcases,Furniture,26.479999542236328,EMEA,Consumer,202.86000061035156
AL-2013-7280,TEC-CIS-10002598,0,1,182.07000732421875,Phones,Technology,59.2400016784668,EMEA,Consumer,40.04999923706055
AL-2014-8450,OFF-BOS-10001576,0,6,173.6999969482422,Art,Office Supplies,28.559999465942383,EMEA,Consumer,24.299999237060547
AL-2014-8450,OFF-FEL-10001343,0,1,18.75,Storage,Office Supplies,2.7200000286102295,EMEA,Consumer,8.609999656677246
AL-2014-8450,OFF-TEN-10001031,0,4,218.75999450683594,Storage,Office Supplies,16.940000534057617,EMEA,Consumer,54.599998474121094
AM-2011-7110,FUR-ADV-10004395,0,1,42.060001373291016,Furnishings,Furniture,4.699999809265137,EMEA,Consumer,21.030000686645508
AM-2011-7110,FUR-OFF-10003019,0,1,94.19999694824219,Chairs,Furniture,6.71999979019165,EMEA,Consumer,45.209999084472656
AM-2013-2480,OFF-EAT-10004908,0,1,20.489999771118164,Paper,Office Supplies,2.0799999237060547,EMEA,Consumer,2.8499999046325684
AO-2011-1670,FUR-IKE-10001539,0,6,2478.60009765625,Bookcases,Furniture,349.8699951171875,Africa,Consumer,49.5
AO-2011-1710,OFF-WIL-10001889,0,2,9.0600004196167,Binders,Office Supplies,0.800000011920929,Africa,Consumer,4.5
AO-2011-7110,FUR-HON-10000339,0,1,47.400001525878906,Chairs,Furniture,4.579999923706055,Africa,Consumer,5.670000076293945
AO-2011-7110,OFF-ACC-10000497,0,2,28.260000228881836,Fasteners,Office Supplies,3.7100000381469727,Africa,Consumer,6.480000019073486
AO-2011-7110,OFF-SME-10004370,0,2,254.94000244140625,Storage,Office Supplies,22.90999984741211,Africa,Consumer,2.5199999809265137
AO-2011-7110,OFF-STA-10000155,0,2,55.91999816894531,Art,Office Supplies,2.240000009536743,Africa,Consumer,2.2200000286102295
AO-2011-8000,OFF-GLO-10003496,0,1,27.389999389648438,Envelopes,Office Supplies,3.1700000762939453,Africa,Consumer,9.029999732971191
AO-2011-8000,TEC-KON-10001624,0,2,244.74000549316406,Machines,Technology,51.56999969482422,Africa,Consumer,70.91999816894531
AO-2011-8000,TEC-MOT-10001178,0,1,143.1300048828125,Phones,Technology,9.119999885559082,Africa,Consumer,57.2400016784668
AO-2011-8260,FUR-ADV-10004718,0,2,40.2599983215332,Furnishings,Furniture,6.909999847412109,Africa,Consumer,8.039999961853027
AO-2011-8260,OFF-AVE-10004310,0,12,107.27999877929688,Labels,Office Supplies,8.180000305175781,Africa,Consumer,35.279998779296875
AO-2011-8260,OFF-BIC-10001632,0,1,14.550000190734863,Art,Office Supplies,1.9700000286102295,Africa,Consumer,3.180000066757202
AO-2011-8260,OFF-BIC-10003680,0,12,227.16000366210938,Art,Office Supplies,47.970001220703125,Africa,Consumer,90.72000122070312
AO-2011-8260,OFF-CUI-10002506,0,1,65.12999725341797,Appliances,Office Supplies,3.940000057220459,Africa,Consumer,24.719999313354492
AO-2011-8260,OFF-ROG-10002866,0,2,61.380001068115234,Storage,Office Supplies,5.309999942779541,Africa,Consumer,1.2000000476837158
AO-2012-2650,OFF-CAR-10001577,0,6,298.6199951171875,Binders,Office Supplies,18.649999618530273,Africa,Consumer,83.5199966430664
AO-2012-3210,OFF-FEL-10002837,0,2,52.86000061035156,Storage,Office Supplies,2.8499999046325684,Africa,Consumer,21.65999984741211
AO-2012-3210,OFF-FEL-10004665,0,1,207.3300018310547,Storage,Office Supplies,12.760000228881836,Africa,Consumer,53.880001068115234
AO-2012-3210,TEC-SHA-10001103,0,1,239.0399932861328,Copiers,Technology,21.030000686645508,Africa,Consumer,31.049999237060547
AO-2012-5450,TEC-SAM-10004785,0,1,636.1500244140625,Phones,Technology,31.59000015258789,Africa,Consumer,311.70001220703125
AO-2012-6670,FUR-DEF-10001763,0,1,40.97999954223633,Furnishings,Furniture,2.059999942779541,Africa,Consumer,5.730000019073486
AO-2012-7800,OFF-ACC-10004871,0,8,106.55999755859375,Binders,Office Supplies,14.470000267028809,Africa,Consumer,43.68000030517578
AO-2012-7980,TEC-BRO-10000463,0,1,263.7300109863281,Copiers,Technology,29.389999389648438,Africa,Consumer,113.4000015258789
AO-2012-8920,OFF-ELD-10002199,0,1,128.3699951171875,Storage,Office Supplies,7.170000076293945,Africa,Consumer,55.16999816894531
AO-2012-8920,OFF-ELI-10003004,0,2,30.84000015258789,Supplies,Office Supplies,2.2699999809265137,Africa,Consumer,2.0999999046325684
AO-2012-8920,OFF-STA-10003956,0,4,40.20000076293945,Art,Office Supplies,2.640000104904175,Africa,Consumer,19.68000030517578
AO-2013-1140,TEC-CIS-10000758,0,1,652.6799926757812,Phones,Technology,52.380001068115234,Africa,Consumer,169.67999267578125
AO-2013-1470,OFF-OIC-10000855,0,2,28.3799991607666,Fasteners,Office Supplies,2.309999942779541,Africa,Consumer,5.639999866485596
AO-2013-1640,FUR-NOV-10004962,0,1,48.45000076293945,Chairs,Furniture,4.539999961853027,Africa,Consumer,12.09000015258789
AO-2013-1640,FUR-OFF-10004824,0,4,704.760009765625,Chairs,Furniture,100.51000213623047,Africa,Consumer,211.32000732421875
AO-2013-1640,OFF-ACC-10002834,0,2,26.219999313354492,Fasteners,Office Supplies,4.920000076293945,Africa,Consumer,8.880000114440918
AO-2013-1640,OFF-AME-10000360,0,2,95.04000091552734,Envelopes,Office Supplies,7.960000038146973,Africa,Consumer,46.560001373291016
AO-2013-1640,OFF-AME-10002949,0,2,21.479999542236328,Envelopes,Office Supplies,2.4000000953674316,Africa,Consumer,2.5199999809265137
AO-2013-1640,OFF-IBI-10002805,0,1,30.450000762939453,Binders,Office Supplies,7.28000020980835,Africa,Consumer,15.210000038146973
AO-2013-1640,OFF-STI-10000388,0,2,40.619998931884766,Supplies,Office Supplies,7.28000020980835,Africa,Consumer,13.380000114440918
AO-2013-1640,TEC-MOT-10001088,0,2,346.9200134277344,Phones,Technology,32.38999938964844,Africa,Consumer,100.55999755859375
AO-2013-2230,OFF-AVE-10004508,0,1,5.039999961853027,Labels,Office Supplies,0.7400000095367432,Africa,Consumer,0.8399999737739563
AO-2013-2230,OFF-ROG-10002818,0,1,62.15999984741211,Storage,Office Supplies,8.710000038146973,Africa,Consumer,24.84000015258789
AO-2013-3830,OFF-HON-10003230,0,2,16.31999969482422,Labels,Office Supplies,1.6299999952316284,Africa,Consumer,2.2799999713897705
AO-2013-6140,OFF-HON-10000934,0,6,65.16000366210938,Labels,Office Supplies,8.569999694824219,Africa,Consumer,11.699999809265137
AO-2013-6910,OFF-ROG-10002132,0,4,848.4000244140625,Storage,Office Supplies,91,Africa,Consumer,322.32000732421875
AO-2013-7170,OFF-BIN-10002061,0,1,46.31999969482422,Art,Office Supplies,2.640000104904175,Africa,Consumer,12.029999732971191
AO-2013-7170,OFF-EAT-10002122,0,1,49.31999969482422,Paper,Office Supplies,5.230000019073486,Africa,Consumer,11.819999694824219
AO-2013-7170,OFF-ELD-10000819,0,1,48.45000076293945,Storage,Office Supplies,2.8499999046325684,Africa,Consumer,22.770000457763672
AO-2013-7170,OFF-STO-10004841,0,6,65.69999694824219,Fasteners,Office Supplies,2.5899999141693115,Africa,Consumer,25.559999465942383
AO-2013-7370,OFF-OIC-10003978,0,1,8.789999961853027,Fasteners,Office Supplies,0.949999988079071,Africa,Consumer,3.3299999237060547
AO-2013-9250,TEC-APP-10001586,0,12,1480.6800537109375,Phones,Technology,70.97000122070312,Africa,Consumer,592.2000122070312
AO-2013-9250,TEC-CIS-10000791,0,8,1466.8800048828125,Phones,Technology,85.3499984741211,Africa,Consumer,219.83999633789062
AO-2014-1550,OFF-ELD-10000124,0,1,48,Storage,Office Supplies,7.849999904632568,Africa,Consumer,15.84000015258789
AO-2014-2110,OFF-ACC-10001285,0,4,34.31999969482422,Binders,Office Supplies,3.5899999141693115,Africa,Consumer,5.400000095367432
AO-2014-2110,OFF-GRE-10004054,0,6,110.16000366210938,Paper,Office Supplies,19.110000610351562,Africa,Consumer,39.599998474121094
AO-2014-2160,OFF-AME-10000244,0,2,54.18000030517578,Envelopes,Office Supplies,4.289999961853027,Africa,Consumer,21.65999984741211
AO-2014-2160,OFF-TEN-10003089,0,4,532.7999877929688,Storage,Office Supplies,20.229999542236328,Africa,Consumer,95.87999725341797
AO-2014-2270,FUR-CHR-10002278,0,4,1877.1600341796875,Tables,Furniture,95.80000305175781,Africa,Consumer,525.5999755859375
AO-2014-2460,OFF-SME-10000746,0,4,795.5999755859375,Storage,Office Supplies,56.09000015258789,Africa,Consumer,222.72000122070312
AO-2014-2730,OFF-FIS-10002661,0,1,47.040000915527344,Supplies,Office Supplies,1.8200000524520874,Africa,Consumer,13.619999885559082
AO-2014-2730,OFF-WIL-10000979,0,1,4.889999866485596,Binders,Office Supplies,0.4699999988079071,Africa,Consumer,1.1699999570846558
AO-2014-420,OFF-AVE-10002024,0,2,13.380000114440918,Binders,Office Supplies,3.299999952316284,Africa,Consumer,3.4200000762939453
AO-2014-420,TEC-KON-10001519,0,1,50.040000915527344,Machines,Technology,6.78000020980835,Africa,Consumer,14.489999771118164
AO-2014-5290,FUR-HON-10003950,0,1,318.0899963378906,Tables,Furniture,23.93000030517578,Africa,Consumer,152.6699981689453
AO-2014-5290,OFF-TEN-10003211,0,1,15.569999694824219,Storage,Office Supplies,0.9700000286102295,Africa,Consumer,7.139999866485596
AO-2014-5450,OFF-ROG-10002294,0,4,568.3200073242188,Storage,Office Supplies,15.800000190734863,Africa,Consumer,90.83999633789062
AO-2014-5450,OFF-STO-10004910,0,1,18.65999984741211,Fasteners,Office Supplies,1.6100000143051147,Africa,Consumer,8.9399995803833
AO-2014-620,FUR-RUB-10001796,0,2,34.91999816894531,Furnishings,Furniture,3.299999952316284,Africa,Consumer,16.739999771118164
AO-2014-620,OFF-SAN-10004824,0,1,26.100000381469727,Art,Office Supplies,3.119999885559082,Africa,Consumer,6.78000020980835
AO-2014-6780,OFF-CAR-10004229,0,1,7.260000228881836,Binders,Office Supplies,0.5199999809265137,Africa,Consumer,2.5199999809265137
AO-2014-6780,OFF-SME-10000520,0,2,96,Storage,Office Supplies,7.050000190734863,Africa,Consumer,44.15999984741211
AO-2014-6900,OFF-KRA-10000113,0,2,38.58000183105469,Envelopes,Office Supplies,3.109999895095825,Africa,Consumer,2.2799999713897705
AO-2014-7730,OFF-SAN-10001094,0,6,126.72000122070312,Paper,Office Supplies,11.5,Africa,Consumer,20.15999984741211
AO-2014-8210,FUR-ADV-10002889,0,4,193.67999267578125,Furnishings,Furniture,25.43000030517578,Africa,Consumer,11.520000457763672
AO-2014-8250,OFF-ACC-10004538,0,1,13.680000305175781,Binders,Office Supplies,1.2400000095367432,Africa,Consumer,4.079999923706055
AO-2014-8250,OFF-FEL-10001776,0,2,274.67999267578125,Storage,Office Supplies,33.400001525878906,Africa,Consumer,0
AO-2014-8250,OFF-TEN-10001031,0,6,328.1400146484375,Storage,Office Supplies,37.2400016784668,Africa,Consumer,81.9000015258789
AO-2014-9370,FUR-BUS-10001243,0,2,828.0599975585938,Bookcases,Furniture,87.63999938964844,Africa,Consumer,405.7200012207031
AO-2014-9370,OFF-STA-10004484,0,1,13.229999542236328,Art,Office Supplies,0.8500000238418579,Africa,Consumer,4.230000019073486
AU-2011-0,FUR-HON-10003871,0,1,922.9500122070312,Tables,Furniture,282.0899963378906,EMEA,Consumer,341.489990234375
AU-2011-4210,FUR-HON-10003653,0,1,78.98999786376953,Chairs,Furniture,5.869999885559082,EMEA,Consumer,23.670000076293945
