Discount,Sales,Sub-Category_Tables,Sub-Category_Storage,Category_Office_Supplies,Sub-Category_Phones,Sub-Category_Paper,Shipping_Cost,Sub-Category_Copiers,Sub-Category_Binders
0.0,5.510238204998323,0,0,0,0,0,3.114403823598473,0,0
0.0,5.122951573230263,0,0,0,1,0,2.4292177775370787,0,0
0.0,4.162626095766569,0,0,1,0,0,2.6376277040614813,0,1
0.0,3.9039908029671935,0,0,1,0,0,2.479894072820678,0,0
0.0,3.0056826421764384,0,0,1,0,0,0.7323679143456034,0,0
0.0,4.171922699220774,0,0,1,0,0,2.486571967190561,0,0
0.0,4.1264890007725645,0,0,1,0,1,2.1306098373152738,0,0
0.0,3.41739875349338,0,0,0,0,0,0.9820784563389954,0,0
0.0,3.8569330326609936,0,0,1,0,0,1.59736534278292,0,0
0.0,2.947591870206244,0,0,1,0,0,0.7884573820386862,0,0
0.0,2.5922651424106884,0,0,1,0,0,1.3762440348994631,0,1
0.0,4.381526498182383,0,0,1,0,0,1.6808278872096152,0,0
0.0,2.6616571402213416,0,0,1,0,0,0.576613348230831,0,1
0.0,4.863835342356261,0,0,1,0,0,1.93585978843105,0,0
0.0,2.517696441847303,0,0,1,0,0,0.4574248364760269,0,1
0.0,6.07991028919109,0,0,0,0,0,4.2629614802475,0,0
0.0,4.764819982706051,0,0,0,0,0,2.798500108670685,0,0
0.0,6.461327499497522,0,0,0,1,0,4.551980354255497,0,0
0.0,6.958410332628015,0,0,0,0,0,4.186315822203551,0,0
0.0,3.1722034422503045,0,0,1,0,0,0.824175430418003,0,1
0.0,3.96613230794704,0,0,1,0,0,1.9530276438787677,0,0
0.0,4.670208593605686,0,1,1,0,0,2.482403541878053,0,0
0.0,5.2298243406897775,0,0,1,0,0,3.6560979409386314,0,0
0.0,6.290531568952143,0,1,1,0,0,3.735762996333046,0,0
0.0,4.999237269722158,0,0,0,0,0,3.9427462047058,0,0
0.0,3.494991284102976,0,0,1,0,0,1.22377545967136,0,1
0.0,3.744314132130156,0,0,1,0,0,1.9558605041887325,0,0
0.0,4.681390194932723,0,0,0,0,0,2.8775116679270365,0,0
0.0,4.091005648198401,0,0,1,0,0,0.6830968543395178,0,1
0.0,5.338114812960578,0,0,1,0,0,2.5022552912468536,0,0
0.0,3.604410251827344,0,0,1,0,1,0.8796267336525216,0,0
0.0,5.583345889405656,0,0,0,0,0,0.494696233113476,0,0
0.0,5.685754321853199,0,0,0,0,0,2.933856829254017,0,0
0.0,3.94661761776477,0,0,1,0,0,1.088561962447682,0,0
0.0,4.002411996791791,0,1,1,0,0,1.6956155736779297,0,0
0.0,3.013080930634045,0,0,1,0,0,1.3217558399823195,0,0
0.0,5.664972297338738,0,0,0,0,0,3.026746286402917,0,0
0.0,3.425239361246081,0,0,1,0,1,1.4586150116102805,0,0
0.0,4.604570030344778,0,0,1,0,0,2.045108865066793,0,0
0.0,4.9721716022727165,0,0,0,0,0,1.05779029249217,0,0
0.0,2.9236991034511264,0,0,0,0,0,1.1878434136734213,0,0
0.0,6.248042874508429,0,0,0,0,0,3.865979066926739,0,0
0.0,5.105824228535743,0,0,1,0,0,3.3178157865444717,0,1
0.0,6.959550479864251,0,0,1,0,0,5.002535870716497,0,0
0.0,2.4655539601645957,0,1,1,0,0,0.8020015940251602,0,0
0.0,3.104586644253541,0,0,1,0,0,1.22377545967136,0,1
0.0,3.929076771994594,0,0,1,0,0,1.92278775394263,0,0
0.0,6.254463258521139,0,0,1,0,0,3.2865344733420154,0,0
0.0,6.179353893031333,0,0,0,0,0,3.2880287177307363,1,0
0.0,3.7125959583795103,0,0,1,0,0,1.9878743742824083,0,0
0.0,4.514150821026528,0,0,0,0,0,2.3636802031197,0,0
0.0,4.435567419681045,0,0,1,0,0,2.330200234051454,0,0
0.0,3.8936553511782894,0,0,1,0,0,1.2753627791014508,0,0
0.0,4.542017341726516,0,0,1,0,0,1.7833911875012582,0,0
0.0,5.103275230508737,0,0,1,0,0,2.870169015978216,0,0
0.0,7.323988858577359,0,0,0,0,0,4.595927623101726,1,0
0.0,6.9167150203536085,0,0,0,1,0,4.815350065963918,0,0
0.0,4.30757247751584,0,0,0,1,0,3.2252554257675383,0,0
0.0,2.7707119789475727,0,0,1,0,0,0.4187103223098387,0,0
0.0,2.657458431036769,0,0,1,0,0,1.118414897264793,0,1
0.0,3.029167064397277,0,1,1,0,0,1.4085449490692117,0,0
0.0,3.471034343622521,0,0,1,0,1,1.650579863087151,0,0
0.0,5.350720019277486,0,0,0,0,0,3.5779478720954967,0,0
0.0,4.056296465525242,0,0,0,0,0,1.3270749964006392,0,0
0.0,4.056296465525242,0,0,0,0,0,1.8609745115525795,0,0
0.0,4.233816656174011,0,0,0,1,0,2.654649443153492,0,0
0.0,1.7578579504376943,0,0,1,0,0,0.2700271390330493,0,1
0.0,2.999724291024029,0,0,1,0,0,0.5877866715248573,0,1
0.0,4.521353689939268,0,0,1,0,0,2.136530483893201,0,0
0.0,3.148024123206139,0,1,1,0,0,0.862889957159011,0,0
0.0,3.7336138292278256,0,0,0,0,0,1.7934247866306157,0,0
0.0,2.6595599892722888,0,0,1,0,0,1.0750024051272395,0,0
0.0,4.665135770029662,0,0,1,0,0,1.539015466556157,0,1
0.0,2.917230033020351,0,0,1,0,0,1.6544112817237695,0,0
0.0,3.884446225109565,0,0,1,0,0,2.6979998909369054,0,0
0.0,3.336481096787179,0,0,1,0,0,2.0541237581487333,0,0
0.0,5.686466773146922,0,0,0,0,0,4.275693428121942,1,0
0.0,5.288165993911395,0,1,1,0,0,2.8130106275797595,0,0
0.0,3.2104403829784154,0,0,1,0,0,0.8064758701244231,0,0
0.0,3.816172686488807,0,0,1,0,0,0.9162907318741552,0,0
0.0,3.3407394045201606,0,0,1,0,0,1.088561962447682,0,0
0.0,1.7732559749955148,0,0,1,0,0,0.3001045880351792,0,1
0.0,3.676806884462756,0,0,0,0,0,1.3001916828550195,0,0
0.0,2.8639137381028803,0,1,1,0,0,0.8329091022030535,0,0
0.0,5.753270811619938,0,0,0,0,0,2.97603967133276,0,0
0.0,3.309447553715116,0,0,1,0,0,0.7839015699564725,0,0
0.0,6.708425941526476,0,1,1,0,0,3.229222125983384,0,0
0.0,4.617098726697655,0,0,1,0,0,2.376764533671887,0,0
0.0,4.819313332933691,0,1,1,0,0,3.032064191765613,0,0
0.0,4.877637148407215,0,0,1,0,0,2.3174736679045718,0,0
0.0,4.823662924370151,0,1,1,0,0,3.0572976507337097,0,0
0.0,3.698582214463869,0,0,1,0,0,2.4492794655564256,0,0
0.0,5.029326204520735,0,0,0,1,0,3.757705609434012,0,0
0.0,6.775000719031572,0,0,0,0,0,4.009512607327405,0,0
0.0,3.320348796556115,0,0,1,0,0,1.5303946803228856,0,0
0.0,1.7984040056309996,0,0,1,0,0,0.5364933579662221,0,0
0.0,3.276011990298492,0,1,1,0,0,1.3350010541839938,0,0
0.0,3.920784483870489,0,0,1,0,0,1.6620303589340135,0,0
0.0,3.843529979569887,0,0,1,0,0,1.8794650787669869,0,0
0.0,3.9718002439601374,0,0,1,0,0,2.4647039619332216,0,0
0.0,4.53431848432603,0,1,1,0,0,1.9810014688665836,0,0
0.0,2.823757017875219,0,0,1,0,0,1.226712316465715,0,1
0.0,5.083390015406969,0,0,0,0,0,2.614471842972228,0,0
0.0,3.2565568565690417,0,0,1,0,0,1.0543120314329837,0,1
0.0,5.440511121662184,0,1,1,0,0,2.283402316351654,0,0
0.0,2.426571045816045,0,0,1,0,0,0.431782430359091,0,0
0.0,5.492238071754362,0,0,0,0,0,2.952302695706565,0,0
0.0,3.236715772974506,0,1,1,0,0,1.2669475900552918,0,0
0.0,6.121856623539852,0,0,0,0,0,4.998832619032987,0,0
0.0,3.3751955634624062,0,0,1,0,0,2.1575593319689244,0,0
0.0,2.616665608649028,0,0,1,0,0,1.4861397133506802,0,1
0.0,4.570992727870781,0,0,0,0,0,3.2088254890146994,0,0
0.0,3.918402606327484,0,0,1,0,0,2.3758355760051844,0,1
0.0,4.93361028607054,0,0,0,1,0,1.9796211747841117,0,0
0.0,3.310542999471772,0,0,1,0,0,1.2974631708642823,0,0
0.0,5.2987172957209765,0,0,1,0,0,2.1234584430672325,0,1
0.0,5.541890813725963,0,0,0,0,0,4.279163003442625,0,0
0.0,3.9632863196604857,0,0,0,0,0,1.850028398344861,0,0
0.0,4.958148317947388,0,0,0,1,0,2.475697739577606,0,0
0.0,3.4262151520783357,0,0,1,0,1,1.623340851461351,0,0
0.0,7.629975707027789,1,0,0,0,0,5.977923264167861,0,0
0.0,5.980302476229765,0,0,1,0,0,3.820784511620703,0,1
0.0,2.405141674433403,0,0,1,0,0,0.862889957159011,0,1
0.0,2.154085071399393,0,0,1,0,0,0.3506568623786468,0,1
0.0,4.89933120179721,0,1,1,0,0,1.9095425048844383,0,0
0.0,3.9408047890625495,0,0,0,0,0,2.1882959551450507,0,0
0.0,4.117735485200649,0,0,1,0,0,2.6100698207912507,0,0
0.0,2.6616571402213416,0,0,1,0,0,0.6780335572728563,0,0
0.0,3.4262151520783357,0,1,1,0,0,1.6639261374545993,0,0
0.0,3.8068846500138656,0,0,0,0,0,1.539015466556157,0,0
0.0,3.88135762573196,0,0,1,0,0,1.1085626100789578,0,0
0.0,6.893494096871072,0,0,0,0,0,3.777805691229269,0,0
0.0,3.536893114879488,0,0,1,0,0,1.1786549963416462,0,0
0.0,4.0056954785119085,0,0,1,0,0,1.3812818240886795,0,0
0.0,3.879499845249009,0,0,0,0,0,1.1505720547604306,0,0
0.0,5.067645568030653,0,0,1,0,0,3.3467411904951745,0,0
0.0,3.3751955634624062,0,0,1,0,0,1.0784096008133313,0,1
0.0,3.5316406866159347,0,0,1,0,0,1.0851892812234596,0,0
0.0,2.818398258271076,0,0,1,0,0,0.9707789117396208,0,0
0.0,7.390243139646894,0,0,0,0,0,5.712841355435393,0,0
0.0,2.50797190097398,0,0,1,0,0,0.6471032557894513,0,0
0.0,5.899212187402895,0,0,0,0,0,3.537475031022627,0,0
0.0,4.670208593605686,0,1,1,0,0,2.045108865066793,0,0
0.0,2.0082140067894727,0,0,1,0,0,0.3148107433205967,0,1
0.0,4.080414625742942,0,0,0,0,0,1.848454797886107,0,0
0.0,6.028350803833349,0,0,0,0,0,3.3134584506960816,0,0
0.0,6.318823928415574,0,0,0,1,0,5.335420442737127,0,0
0.0,5.2098686333706725,0,0,0,1,0,4.0983366113546325,0,0
0.0,4.457366015984715,0,0,0,0,0,1.621366471990983,0,0
0.0,5.1630701996714485,0,0,1,0,0,3.386422078013099,0,0
0.0,2.9831534913471307,0,1,1,0,0,1.313723675975977,0,0
0.0,5.392536016790822,0,1,1,0,0,2.8870328863997474,0,0
0.0,3.762594523828716,0,0,0,0,0,1.7404661413782472,0,0
0.0,4.55597990974104,0,0,0,0,0,2.043814336859437,0,0
0.0,3.0675877000037985,0,0,1,0,1,1.1249295722147212,0,0
0.0,5.334649266366711,0,1,1,0,0,3.990464465592968,0,0
0.0,7.815852575211636,0,0,0,0,0,5.860415770575149,0,0
0.0,2.308567206382994,0,0,1,0,0,0.5877866715248573,0,1
0.0,6.894345764649109,0,0,0,0,0,4.843320564598739,0,0
0.0,6.091038363054161,0,0,0,0,0,3.386760323543933,0,0
0.0,3.37826986661,0,0,0,0,0,1.0986122886681098,0,0
0.0,3.879499845249009,0,0,0,0,0,1.7191887627204694,0,0
0.0,3.376221403414324,0,0,1,0,0,1.5496879161274713,0,0
0.0,5.544943051548429,0,1,1,0,0,3.174296775088473,0,0
0.0,4.041646741052736,0,0,1,0,0,1.1755733327476772,0,0
0.0,3.346036948986057,0,0,1,0,0,1.42791605410662,0,0
0.0,5.504274088792986,0,0,0,0,0,3.962145609026225,0,0
0.0,4.970715703972847,0,0,0,1,0,2.314513652550928,0,0
0.0,3.7198934669628634,0,0,0,0,0,2.0681277624890577,0,0
0.0,4.684720453472521,0,0,1,0,0,2.217027237875948,0,0
0.0,2.7440606508911505,0,0,1,0,0,1.088561962447682,0,0
0.0,5.430047153276551,0,0,1,0,0,3.891207890641796,0,0
0.0,4.191622460153498,0,0,1,0,0,1.59736534278292,0,0
0.0,4.133244728302376,0,1,1,0,0,1.8421356674849032,0,0
0.0,6.717030496196968,0,0,0,0,0,4.499476294996918,0,0
0.0,3.8918202981106265,0,1,1,0,0,2.1882959551450507,0,0
0.0,3.90217463547176,0,1,1,0,0,2.536866415880321,0,0
0.0,3.386422078013099,0,0,1,0,0,1.160020934734201,0,0
0.0,3.994155812477664,0,0,1,0,0,1.9315214254245805,0,1
0.0,4.400112090981286,0,0,0,1,0,1.7011051044404877,0,0
0.0,5.7057138968332,0,0,0,0,0,3.116178402957092,1,0
0.0,2.816605623627178,0,0,1,0,0,0.343589701853709,0,0
0.0,4.999237269722158,0,0,0,0,0,3.440418119268624,1,0
0.0,3.9558485170980906,0,0,1,0,0,0.2700271390330493,0,0
0.0,3.844172364648035,0,0,1,0,0,1.018847313313512,0,0
0.0,3.7206203620711,0,0,0,0,0,1.5665304034589465,0,0
0.0,4.61531848380952,0,0,0,0,0,1.9586853620656,0,0
0.0,3.997466470434608,0,0,1,0,0,1.55814461804655,0,0
0.0,3.9875014326453218,0,0,1,0,0,1.4973884150259762,0,1
0.0,5.702514988792552,0,0,1,0,0,2.9780773189020526,0,1
0.0,1.7578579504376943,0,0,1,0,0,0.3148107433205967,0,1
0.0,5.134680150580928,0,0,0,0,0,3.018471715776297,0,0
0.0,2.753660700205545,0,0,1,0,0,0.9001613654511709,0,0
0.0,3.986388098715639,0,1,1,0,0,1.3480731235289312,0,0
0.0,5.339123369729494,0,1,1,0,0,2.621765849139052,0,0
0.0,5.480805548151527,0,0,0,0,0,3.092405191982908,1,0
0.0,6.457005144975893,0,0,0,1,0,3.4840054975315167,0,0
0.0,3.73719330348816,0,0,0,0,0,1.118414897264793,0,0
0.0,4.678048808702576,0,0,1,0,0,2.738902681846048,0,1
0.0,5.578710480163065,0,0,0,0,0,3.414113586844741,1,0
0.0,4.862676478186805,0,1,1,0,0,2.100468918210216,0,0
0.0,3.460723365768516,0,0,1,0,0,1.1847899790762917,0,0
0.0,3.718438274873429,0,0,1,0,0,1.291983710468477,0,0
0.0,6.482617923871858,0,0,0,1,0,3.97743616398603,0,0
0.0,3.380314142180945,0,0,1,0,0,1.1969481721018236,0,0
0.0,3.900962073497224,0,0,0,0,0,1.7119944938734573,0,0
0.0,6.559275250193664,0,0,0,0,0,4.620157336840872,0,0
0.0,3.303951971997548,0,0,1,0,0,1.778336461783405,0,0
0.0,4.564764780885824,0,0,1,0,0,2.192770231244314,0,0
0.0,3.1126260046623373,0,0,1,0,0,1.22377545967136,0,0
0.0,3.4483990074052557,0,0,1,0,0,2.1138429937363408,0,1
0.0,3.7285807953019794,0,0,1,0,0,2.1138429937363408,0,0
0.0,5.851972606883698,0,0,0,1,0,3.508256435676091,0,0
0.0,6.001315842005465,0,0,0,0,0,3.743367679134435,0,0
0.0,5.122057357452936,0,0,0,0,0,2.9134370349690686,0,0
0.0,4.989071136968956,0,0,1,0,0,2.804571795802497,0,0
0.0,2.698673016185793,0,0,1,0,0,1.1216775398540886,0,0
0.0,2.7324175501047714,0,0,1,0,0,1.1019400755924311,0,0
0.0,5.123308999412881,0,0,0,1,0,2.955951367816573,0,0
0.0,5.136974198208852,0,0,0,0,0,2.587764049568676,0,0
0.0,5.030699281261981,0,0,1,0,0,2.982647022410511,0,0
0.0,5.35512295190242,0,1,1,0,0,3.564166248832705,0,0
0.0,1.7984040056309996,0,0,1,0,0,0.5538851187073245,0,0
0.0,4.145671186971547,0,1,1,0,0,2.273156286231861,0,0
0.0,4.552191222583651,0,0,1,0,0,2.481567751712032,0,0
0.0,2.85186188551444,0,0,1,0,0,0.966983844376604,0,0
0.0,3.878259378431893,0,0,0,0,0,1.5623463009016154,0,0
0.0,4.192076106067753,0,0,1,0,0,2.2690283173549592,0,0
0.0,4.053175316984215,0,0,0,0,0,1.7457155340553543,0,0
0.0,4.041646741052736,0,0,1,0,0,1.7083778568336625,0,0
0.0,4.192076106067753,0,0,1,0,0,2.258633173576066,0,0
0.0,6.744530246621886,0,1,1,0,0,4.5217885770490405,0,0
0.0,3.8569330326609936,0,0,1,0,0,1.291983710468477,0,0
0.0,3.918402606327484,0,0,1,0,1,1.8293763358609163,0,0
0.0,3.900962073497224,0,1,1,0,0,1.3480731235289312,0,0
0.0,4.200204907168087,0,0,1,0,0,1.2781521785919174,0,0
0.0,2.2813614526458945,0,0,1,0,0,0.6678293664623585,0,0
0.0,7.300931894364571,0,0,0,1,0,4.27624938248099,0,0
0.0,7.291574465290477,0,0,0,1,0,4.458408786921826,0,0
0.0,3.8918202981106265,0,1,1,0,0,2.180417448243857,0,0
0.0,5.211505942932876,0,0,0,0,0,2.7440606508911505,0,0
0.0,2.7067159475307503,0,0,1,0,0,0.6151856519777241,0,0
0.0,3.5644493670954485,0,0,1,0,0,1.523880005372957,0,1
0.0,4.710970637818791,0,0,1,0,1,3.001217234135209,0,0
0.0,4.010600574319691,0,0,1,0,0,1.66581823865906,0,0
0.0,6.280021214102249,0,1,1,0,0,3.055415254153051,0,0
0.0,7.538047871355749,1,0,0,0,0,4.572647025808954,0,0
0.0,6.680352640099712,0,1,1,0,0,4.044628972648928,0,0
0.0,3.872034016269388,0,0,1,0,0,1.036736903550053,0,0
0.0,1.7732559749955148,0,0,1,0,0,0.3852623999796974,0,1
0.0,3.4144425958638296,0,0,1,0,0,1.2584609841914016,0,1
0.0,2.66583836025124,0,0,1,0,0,1.4586150116102805,0,1
0.0,3.932609656973982,0,0,0,0,0,2.0515563651579543,0,0
0.0,5.622500061487323,0,1,1,0,0,3.826900712136426,0,0
0.0,3.9106220306245913,0,1,1,0,0,2.0668627715448027,0,0
0.0,5.765473183177905,1,0,0,0,0,3.2160719097767734,0,0
0.0,2.807593813021104,0,1,1,0,0,0.6780335572728563,0,0
0.0,6.344442679067279,0,1,1,0,0,2.8213788977624787,0,0
0.0,2.978586106957683,0,0,1,0,0,0.9593502268154888,0,0
0.0,3.386422078013099,0,0,1,0,0,1.4539530029090724,0,0
0.0,3.3792925592713705,0,0,1,0,0,1.541159088017839,0,1
0.0,3.5812941924580874,0,0,0,0,0,1.4586150116102805,0,0
0.0,3.299533741962029,0,0,1,0,0,1.4158531355845128,0,0
0.0,3.445533214944948,0,0,1,0,0,1.5325568928154032,0,0
0.0,2.1114246152425515,0,0,1,0,0,0.4187103223098387,0,1
0.0,4.574710978503383,0,1,1,0,0,2.085672115124244,0,0
0.0,3.678323986436538,0,0,1,0,0,1.413423002984013,0,0
0.0,4.849840377404232,0,0,1,0,1,2.525728644308256,0,0
0.0,5.123308999412881,0,0,0,1,0,0.6678293664623585,0,0
0.0,6.506381825248786,0,0,0,0,0,4.1374040419387486,0,0
0.0,4.639378389758238,0,0,0,0,0,2.5144654242526223,0,0
0.0,5.271357147343418,0,0,0,0,0,3.2744997401627653,0,0
0.0,2.6864860439749103,0,0,1,0,0,0.8064758701244231,0,1
0.0,5.619240746211792,0,1,1,0,0,3.538056608736297,0,0
0.0,5.796483236672423,0,1,1,0,0,3.64388213207616,0,0
0.0,6.720292525928521,0,0,0,0,0,4.484583216113238,0,0
0.0,2.655352379932845,0,0,1,0,0,0.6151856519777241,0,0
0.0,6.828657970835222,1,0,0,0,0,5.645764855350426,0,0
0.0,3.1126260046623373,0,0,1,0,0,0.7129497891566283,0,0
0.0,3.3751955634624062,0,0,1,0,0,1.413423002984013,0,1
0.0,6.2024545249508085,0,0,0,1,0,3.94255219566298,0,0
0.0,4.381901600154511,0,0,0,0,0,1.9271640895761912,0,0
0.0,3.218875824868201,0,1,1,0,0,1.3862943611198906,0,0
0.0,4.709079621872899,0,0,0,0,0,2.327277705584417,0,0
0.0,2.174751743158577,0,0,1,0,0,0.5247285275242213,0,0
0.0,2.8343891500408605,0,0,1,0,0,0.7701082062430175,0,0
0.0,3.7968366264379463,0,0,0,0,0,1.736951202510986,0,0
0.0,4.928412460344715,0,0,0,0,0,2.217027237875948,0,0
0.0,6.264159923719011,0,0,1,0,0,3.766997233377889,0,0
0.0,2.360854037105731,0,0,1,0,0,0.7608058223491271,0,1
0.0,2.781920026048249,0,0,1,0,0,0.2468600788628483,0,1
0.0,4.753762561103824,0,0,0,0,0,2.150598753759597,0,0
0.0,5.15253983868912,0,0,0,0,0,2.928523564659441,0,0
0.0,3.997466470434608,0,0,1,0,0,1.391281897886281,0,0
